zipcode,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
15135,20.812,9.388,12.411,13.307,9.733,17.076,10.965,15.46,4.206,23.086,21.457,4.692,3.869,4.624,14.686,8.841,20.02,21.598,12.85,2.682,19.645,25.651,13.508,23.692,18.707,18.755,10.741,16.545,26.258,12.338,10.026,13.677,27.003,14.925,16.583,3.154,19.394,9.662,16.376,7.104,17.781,7.45,13.852,24.605,6.061,9.969,9.066
15136,4.656,8.797,9.191,3.963,7.824,3.376,6.443,4.726,15.029,6.062,15.403,12.996,16.043,18.183,10.8,16.347,10.306,20.496,5.625,14.704,3.096,8.817,6.204,9.262,4.596,2.823,13.057,2.747,13.505,7.326,7.946,15.863,9.928,12.213,5.75,14.156,8.346,12.032,15.768,10.168,0.715,12.188,9.083,9.42,11.392,9.62,11.024
15137,17.893,9.238,12.94,11.613,8.944,15.746,9.762,14.549,7.203,20.909,16.882,2.347,1.274,8.97,10.285,4.545,15.862,17.013,11.977,2.646,17.769,23.679,12.986,20.109,15.475,15.959,6.12,13.674,22.232,8.764,7.003,9.074,24.508,10.383,13.039,4.855,19.129,11.265,11.732,4.975,15.58,8.987,14.333,23.449,3.743,6.12,4.911
15139,12.919,13.742,17.074,12.062,12.597,15.448,12.21,15.522,15.934,17.395,6.863,10.363,11.097,18.493,1.934,7.414,7.099,8.624,13.966,12.137,15.641,20.274,15.258,12.755,10.142,11.832,3.932,10.106,13.384,6.072,7.816,3.684,19.687,0.648,7.48,13.638,20.32,17.459,3.18,9.815,13.218,15.808,17.999,22.013,9.841,5.933,5.958
15140,18.283,11.173,14.941,12.887,10.702,17.057,11.33,16.061,9.534,21.702,15.508,4.442,2.758,11.14,9.407,2.246,15.195,15.002,13.578,4.968,18.777,24.546,14.68,19.953,15.696,16.476,4.847,14.206,21.627,8.988,7.829,7.129,25.071,9.202,13.077,7.195,20.794,13.499,9.956,6.58,16.466,11.249,16.296,24.713,5.489,6.324,4.909
15142,11.096,7.343,4.704,5.969,7.408,3.626,6.73,2.524,13.237,9.642,21.948,14.04,17.224,15.924,16.342,19.371,17.086,26.425,4.491,15.047,6.441,11.046,3.367,15.929,11.51,9.646,17.066,9.378,20.309,11.968,11.003,20.527,13.754,17.689,12.243,13.527,2.782,8.241,21.198,11.468,6.978,9.674,3.598,8.386,12.634,13.199,14.3
15143,4.257,17.062,17.054,12.218,16.071,10.209,14.69,12.194,23.253,4.24,15.79,20.612,23.402,26.421,14.824,22.5,10.691,22.135,13.787,22.478,7.085,5.454,14.12,5.25,6.861,6.252,18.689,8.507,9.199,13.53,15.202,20.33,3.184,16.029,9.602,22.22,13.38,20.168,19.044,17.916,7.678,20.449,16.604,9.673,19.054,16.21,17.61
15144,15.661,16.445,19.906,15.078,15.361,18.502,15.088,18.554,17.897,20.244,6.61,12.191,12.177,20.178,4.919,7.628,8.936,5.977,16.926,13.729,18.641,23.095,18.221,14.877,12.929,14.73,5.438,13.102,14.695,9.078,10.597,2.515,22.29,3.508,10.369,15.519,23.368,20.024,0.453,12.205,16.233,18.22,20.892,25.002,11.996,8.539,8.192
15145,16.061,8.906,12.696,10.403,8.328,14.573,8.883,13.591,8.414,19.317,14.866,2.733,3.355,10.622,8.179,3.941,13.745,15.42,11.131,4.18,16.33,22.14,12.258,18.074,13.561,14.189,4.196,11.906,20.12,6.818,5.39,7.521,22.778,8.338,11.047,6.01,18.35,11.59,9.97,4.201,14.045,9.442,14.012,22.233,3.247,4.135,2.834
15146,17.235,11.113,14.903,12.311,10.497,16.465,10.971,15.608,10.257,20.81,14.169,4.776,3.914,12.123,8.073,1.727,13.876,13.879,13.211,5.761,18.003,23.679,14.372,18.727,14.598,15.486,3.496,13.238,20.309,7.959,7.108,5.951,24.069,7.849,11.933,7.863,20.423,13.773,8.702,6.386,15.643,11.593,16.21,24.056,5.463,5.365,3.939
15147,12.662,12.669,16.044,11.17,11.54,14.687,11.198,14.659,14.836,17.01,7.87,9.29,10.162,17.422,1.775,6.795,7.51,9.672,13.01,11.093,15.065,19.91,14.304,12.919,9.869,11.423,3.063,9.564,13.901,5.171,6.757,3.89,19.506,1.335,7.132,12.551,19.497,16.364,4.121,8.703,12.62,14.699,16.998,21.442,8.735,4.83,4.856
15148,17.293,9.321,13.077,11.324,8.906,15.484,9.615,14.383,7.871,20.445,15.992,2.56,2.063,9.786,9.417,3.927,15.029,16.183,11.853,3.38,17.381,23.244,12.917,19.373,14.824,15.395,5.23,13.108,21.414,8.087,6.501,8.243,23.97,9.496,12.334,5.483,19.051,11.624,10.864,4.82,15.141,9.385,14.442,23.175,3.665,5.413,4.136
15201,7.929,8.325,10.956,5.33,7.039,8.592,6.159,8.697,12.836,11.573,11.268,8.792,11.316,15.932,5.131,10.552,7.5,15.218,7.44,10.775,9.15,14.474,8.692,10.259,5.427,6.151,7.036,3.931,13.133,1.38,3.441,9.821,14.732,6.494,3.164,11.128,13.454,12.274,10.039,6.483,6.693,11.276,11.637,15.49,7.38,4.039,5.447
15202,1.984,11.278,11.917,6.42,10.202,5.823,8.831,7.41,17.319,5.179,13.749,14.635,17.497,20.497,10.317,17.058,8.423,19.347,8.298,16.478,3.979,8.087,8.932,6.55,2.51,0.42,13.437,2.611,10.865,7.89,9.269,15.726,8.264,11.69,4.782,16.214,10.483,14.681,15.122,11.912,2.477,14.683,11.806,10.017,13.064,10.497,11.922
15203,9.092,4.793,7.251,2.237,3.517,6.349,2.465,5.723,10.218,11.363,14.977,7.698,10.781,13.4,8.566,11.678,11.034,18.644,3.891,9.409,8.134,14.072,5.182,12.676,7.404,7,9.001,4.932,16.163,4.023,3.043,12.425,15.178,9.822,6.21,9.019,10.637,8.704,13.234,4.865,6.015,8.01,7.999,13.961,6.093,5.159,6.387
15204,5.364,8.162,8.481,3.372,7.227,2.849,5.851,4.048,14.44,6.489,15.858,12.604,15.691,17.582,11.003,16.201,10.835,20.815,4.932,14.265,3.256,9.16,5.494,9.966,5.223,3.523,13.017,3.166,14.19,7.308,7.693,15.943,10.457,12.413,6.152,13.636,7.875,11.34,15.978,9.761,1.238,11.542,8.38,9.422,10.999,9.475,10.859
15205,6.976,8.293,7.44,4.343,7.689,0.54,6.454,2.554,14.706,6.249,18.391,13.842,17.028,17.729,13.479,18.111,13.308,23.352,4.703,15.297,2.665,8.388,4.623,11.807,7.537,5.574,15.168,5.703,16.196,9.559,9.473,18.268,10.462,14.883,8.699,14.311,5.345,10.739,18.45,11.01,2.909,11.449,6.935,7.512,12.266,11.463,12.78
15206,9.765,8.783,11.881,6.79,7.555,10.401,6.994,10.283,12.336,13.556,10.663,7.639,9.814,15.302,3.847,8.606,7.816,13.871,8.671,9.649,11.134,16.461,9.962,11.567,7.128,8.084,5.038,5.907,13.932,0.794,2.989,7.935,16.625,5.048,4.529,10.375,15.138,12.666,8.464,5.818,8.68,11.334,12.741,17.457,6.434,2.427,3.708
15207,11.948,4.288,7.871,5,3.267,9.153,3.461,8.113,7.828,14.438,15.436,4.622,7.729,10.941,8.463,9.188,12.392,18.058,5.693,6.364,11.187,17.144,6.877,15.082,9.939,9.889,7.277,7.686,18.14,4.369,1.809,10.988,18.22,9.432,8.122,6.238,12.902,7.987,12.438,1.797,9.09,6.538,9.017,16.849,3.017,3.62,4.313
15208,11.01,7.961,11.326,6.851,6.814,10.77,6.512,10.365,10.969,14.554,11.764,6.142,8.353,13.883,4.735,7.569,9.265,14.397,8.444,8.152,11.887,17.436,9.734,13.039,8.461,9.216,4.399,6.964,15.426,1.721,2.032,7.777,17.807,5.695,5.959,8.941,15.276,11.73,8.826,4.469,9.472,10.223,12.316,18.106,4.978,0.97,2.365
15209,6.236,9.941,12.159,6.18,8.656,8.585,7.597,9.152,14.801,10.313,10.314,10.816,13.27,17.919,5.317,12.109,5.904,15,8.445,12.803,8.411,13.222,9.6,8.228,3.557,4.73,8.369,2.873,11.183,3.234,5.469,10.614,13.127,6.724,1.144,13.145,13.607,13.861,10.259,8.505,6.011,13.055,12.651,14.778,9.412,5.905,7.26
15210,10.036,3.507,6.01,2.124,2.255,6.219,1.155,5.189,9.231,11.863,16.253,7.41,10.592,12.41,9.728,12.052,12.351,19.756,2.944,8.943,8.453,14.456,4.222,13.837,8.556,7.94,9.718,6.017,17.42,5.176,3.644,13.274,15.821,10.938,7.51,8.262,10.041,7.395,14.277,4.574,6.579,6.796,6.852,13.922,5.83,5.854,6.919
15211,7.902,5.382,6.849,0.812,4.271,4.544,2.907,4.187,11.416,9.674,15.619,9.451,12.575,14.587,9.673,13.487,11.21,19.772,3.084,11.084,6.344,12.32,4.238,11.942,6.699,5.818,10.668,4.113,15.757,5.303,4.846,13.96,13.602,11.011,6.225,10.482,9.053,9.01,14.519,6.601,4.363,8.778,7.283,12.123,7.848,6.884,8.168
15212,7.065,6.989,9.031,3.094,5.732,6.228,4.556,6.333,12.406,9.932,13.335,9.356,12.253,15.581,7.508,12.321,9.022,17.572,5.332,11.208,7.11,12.77,6.519,10.441,5.182,5.018,9.099,2.804,13.939,3.416,4.034,12.12,13.482,8.879,4.08,11.071,11.068,10.848,12.426,6.65,4.716,10.249,9.548,13.342,7.787,5.593,7
15213,8.994,6.227,9.022,3.896,4.944,7.766,4.153,7.414,10.892,11.965,13.261,7.382,10.225,14.029,6.741,10.4,9.604,16.813,5.72,9.281,9.05,14.791,7.01,11.976,6.853,6.994,7.405,4.725,15.112,2.192,1.997,10.699,15.51,7.991,5.065,9.34,12.311,10.176,11.412,4.775,6.708,9.18,9.818,15.17,5.843,3.69,5.054
15214,4.732,9.184,10.713,4.672,7.973,6.249,6.697,7.078,14.794,8.154,12.468,11.645,14.432,17.973,7.762,13.973,7.591,17.42,6.915,13.539,5.972,11.06,7.908,8.112,2.83,2.782,10.425,0.509,11.822,4.794,6.223,12.961,11.375,9.173,2.744,13.467,11.284,12.926,12.715,9.004,3.554,12.52,10.976,12.347,10.104,7.383,8.808
15215,9.06,10.799,13.689,8.164,9.54,11.272,8.827,11.509,14.495,13.321,8.612,9.648,11.545,17.438,2.37,9.53,5.714,12.396,10.255,11.647,11.408,16.225,11.516,10.015,6.275,7.732,5.643,5.883,11.967,2.623,5.139,7.585,15.946,3.777,3.506,12.499,16.21,14.721,7.344,7.977,8.978,13.468,14.432,17.784,8.536,4.355,5.38
15216,9.29,4.61,4.612,1.846,4.035,3.315,2.912,1.92,11.025,9.791,18.236,10.438,13.651,14.073,12.27,15.325,13.709,22.375,1.054,11.753,6.183,12.068,1.705,13.78,8.735,7.365,12.88,6.236,17.851,7.817,6.834,16.33,13.962,13.587,8.727,10.65,6.784,7.427,17.062,7.683,5.11,7.842,4.774,10.905,8.916,9.018,10.158
15217,10.993,6.077,9.461,5.41,4.929,9.513,4.699,8.854,9.55,14.026,13.515,5.428,8.174,12.59,6.557,8.514,10.578,16.282,6.74,7.384,11.05,16.842,8.013,13.672,8.712,9.027,5.924,6.745,16.483,2.526,0.153,9.5,17.568,7.573,6.584,7.733,13.759,9.874,10.7,3.087,8.747,8.458,10.487,17.066,3.967,2.059,3.21
15218,12.557,6.693,10.337,6.954,5.735,11.1,5.857,10.312,8.916,15.692,13.69,4.088,6.59,11.79,6.623,6.942,11.369,15.779,8.036,6.096,12.719,18.513,9.265,14.972,10.174,10.63,4.809,8.344,17.504,3.572,1.77,8.536,19.198,7.378,7.854,6.843,15.182,10.197,10.136,2.502,10.419,8.475,11.489,18.699,2.875,1.448,1.841
15219,8.08,5.957,8.227,2.592,4.687,6.315,3.575,6.067,11.325,10.684,14.015,8.44,11.418,14.502,7.84,11.84,9.919,17.946,4.658,10.246,7.652,13.47,5.911,11.526,6.266,6.008,8.853,3.851,14.99,3.422,3.299,12.088,14.363,9.159,5.052,10.024,10.932,9.852,12.65,5.677,5.367,9.182,8.86,13.722,6.852,5.144,6.494
15220,8.004,5.729,5.866,1.638,4.979,2.555,3.692,2.086,12.121,8.64,17.413,11.061,14.252,15.211,11.747,15.531,12.72,21.819,2.308,12.514,5.063,11.031,2.898,12.527,7.548,6.098,12.816,5.114,16.646,7.451,6.906,16.122,12.776,13.106,7.775,11.582,6.895,8.709,16.635,8.236,3.825,9.041,5.9,10.257,9.49,9.005,10.251
15221,13.219,8.251,11.919,8.372,7.319,12.47,7.428,11.795,9.847,16.675,12.733,4.452,6.233,12.526,5.739,5.577,11.001,14.37,9.583,6.397,13.875,19.54,10.826,15.158,10.669,11.404,3.235,9.137,17.314,3.932,3.098,6.978,19.999,6.254,8.128,7.603,16.688,11.656,8.729,3.808,11.504,9.825,13.076,19.983,3.733,1.252,0.257
15222,7.433,6.368,8.369,2.466,5.124,5.856,3.916,5.799,11.913,10.015,13.972,9.117,12.091,15.094,8.03,12.428,9.685,18.119,4.681,10.919,7.024,12.81,5.882,10.991,5.714,5.353,9.346,3.238,14.558,3.769,3.947,12.485,13.686,9.382,4.74,10.664,10.598,10.206,12.91,6.349,4.709,9.659,8.899,13.152,7.527,5.709,7.084
15223,7.04,10.408,12.854,6.973,9.119,9.586,8.162,10.074,14.915,11.265,9.456,10.607,12.878,17.985,4.289,11.382,5.384,13.987,9.204,12.613,9.444,14.168,10.399,8.504,4.278,5.676,7.566,3.906,11.08,2.955,5.45,9.637,13.938,5.694,1.529,13.134,14.596,14.354,9.223,8.49,7.048,13.399,13.423,15.807,9.29,5.486,6.76
15224,8.574,7.71,10.498,5.105,6.431,8.644,5.644,8.566,12.076,12.05,11.764,8.036,10.609,15.165,5.342,10.063,8.194,15.445,7.101,10.013,9.462,14.937,8.377,11.026,6.141,6.727,6.692,4.462,13.896,0.979,2.668,9.692,15.323,6.647,3.938,10.355,13.399,11.656,10.14,5.71,7.023,10.584,11.253,15.751,6.611,3.427,4.853
15225,2.591,12.513,12.411,7.731,11.589,5.62,10.212,7.569,18.801,2.672,15.867,16.665,19.638,21.945,12.821,19.472,10.482,21.671,9.16,18.426,2.678,5.584,9.47,7.237,4.791,2.926,15.908,4.994,11.736,10.293,11.433,18.238,6.159,14.187,7.276,17.939,9.43,15.525,17.594,13.867,3.127,15.876,12.006,7.762,15.069,12.839,14.267
15226,9.727,3.579,4.879,1.34,2.702,4.75,1.407,3.507,9.892,10.88,17.405,8.883,12.092,13.014,11.136,13.755,13.167,21.223,1.309,10.261,7.334,13.317,2.602,13.926,8.709,7.683,11.409,6.125,17.783,6.602,5.338,14.928,14.973,12.403,8.199,9.292,8.33,7.013,15.814,6.106,5.823,6.971,5.469,12.424,7.345,7.542,8.63
15227,12.071,1.851,5.308,3.93,0.705,7.672,1.528,6.231,7.205,13.725,17.562,6.094,9.303,10.38,10.745,11.539,14.019,20.533,3.619,7.349,10.227,16.226,4.621,15.835,10.556,9.975,9.838,8.039,19.322,6.336,4.11,13.55,17.751,11.816,9.323,6.381,10.761,5.772,14.938,3.492,8.517,4.844,6.478,15.309,4.647,6.151,6.865
15228,11.381,3.47,2.508,3.616,3.524,4.818,3.097,2.844,9.662,11.547,19.965,10.141,13.317,12.563,13.687,15.656,15.629,23.758,1.336,11.145,7.942,13.606,0.703,15.889,10.822,9.473,13.669,8.296,19.941,9.141,7.627,17.28,15.755,14.935,10.642,9.699,6.692,5.46,18.308,7.635,7.163,6.238,2.9,11.832,8.767,9.83,10.777
15229,2.461,11.729,12.918,7.033,10.547,7.406,9.236,8.751,17.423,6.844,11.821,14.148,16.82,20.602,8.653,15.885,6.511,17.444,9.16,16.076,5.894,9.703,9.991,5.563,0.585,1.548,12.13,2.299,9.545,6.881,8.701,14.136,9.359,9.99,3.127,16.081,12.247,15.379,13.348,11.576,4.08,15.095,12.992,11.922,12.638,9.565,10.959
15232,9.589,7.144,10.197,5.257,5.899,9.084,5.309,8.775,11.137,12.926,12.267,6.982,9.571,14.198,5.531,9.246,9.027,15.542,7.03,8.962,10.188,15.793,8.324,12.072,7.191,7.7,6.089,5.419,14.866,1.044,1.662,9.339,16.292,6.722,4.969,9.354,13.671,11.056,10.093,4.707,7.785,9.833,11.066,16.396,5.569,2.526,3.947
15233,5.483,7.787,8.824,2.967,6.69,4.263,5.323,4.99,13.812,7.651,14.528,11.44,14.449,16.988,9.43,14.7,9.678,19.308,5.055,13.196,4.73,10.445,5.933,9.641,4.505,3.403,11.446,2.021,13.624,5.724,6.31,14.342,11.385,10.837,4.809,12.778,9.284,11.311,14.404,8.636,2.351,11.189,8.978,10.997,9.842,7.971,9.374
15234,11.681,2.377,2.754,3.47,2.403,5.626,2.202,3.77,8.693,12.257,19.469,9.006,12.18,11.67,13.008,14.583,15.336,23.025,1.449,10.014,8.642,14.444,1.748,16.026,10.85,9.692,12.718,8.275,19.946,8.455,6.734,16.371,16.442,14.211,10.378,8.609,7.829,4.976,17.518,6.529,7.575,5.384,3.604,12.872,7.644,8.914,9.791
15235,14.515,11.002,14.678,10.867,10.077,14.851,10.14,14.354,11.95,18.414,11.194,6.254,6.772,14.317,4.852,3.87,10.658,11.9,12.252,7.894,15.918,21.319,13.513,15.631,11.789,12.921,0.519,10.765,17.091,5.514,5.672,4.255,21.407,4.722,9.049,9.581,19.266,14.32,6.334,6.447,13.48,12.392,15.828,22.179,6.084,3.48,2.51
15236,14.535,1.439,3.32,6.135,2.728,8.728,3.879,6.817,5.691,15.362,20.805,7.39,10.314,8.581,13.942,13.609,17.223,23.586,4.525,7.857,11.749,17.546,4.69,18.65,13.385,12.485,12.579,10.806,22.341,9.582,7.26,16.331,19.539,14.961,12.438,6.048,10.262,2.522,17.956,5.675,10.564,2.274,4.762,15.783,6.424,9.135,9.595
15237,2.325,13.77,14.929,9.079,12.579,9.136,11.277,10.636,19.391,7.049,11.073,15.884,18.42,22.563,9.24,17.06,5.695,17.095,11.188,17.845,7.119,9.682,11.982,3.515,1.806,3.111,13.197,4.334,7.595,8.386,10.455,14.747,8.62,10.455,4.18,17.973,13.778,17.426,13.556,13.409,5.777,17.128,14.952,12.604,14.418,11.059,12.401
15238,10.628,13.599,16.589,11.066,12.362,13.996,11.715,14.363,16.762,15.222,5.874,11.493,12.782,19.549,1.324,9.652,4.66,9.577,13.171,13.412,13.78,18.064,14.431,10.24,7.898,9.743,5.86,8.275,11.045,5.438,7.766,6.184,17.299,1.868,5.405,14.605,18.987,17.484,4.969,10.329,11.431,16.094,17.348,20.099,10.652,6.417,6.974
15239,18.377,15.536,19.277,15.592,14.701,19.524,14.852,19.088,15.311,22.61,11.236,9.764,8.694,17.082,7.493,3.722,12.85,9.245,16.985,10.801,20.385,25.52,18.241,18.55,15.585,17.029,4.368,15.024,18.987,10,10.411,2.262,25.243,6.444,12.826,12.916,24.002,18.576,5.062,10.83,17.928,16.481,20.477,26.716,10.168,8.218,7.17
15241,13.784,5.544,1.847,6.764,6.193,6.445,6.19,4.561,10.445,12.959,23.177,12.407,15.436,12.866,16.915,18.353,18.736,26.974,4.534,13.019,9.566,14.492,3.344,18.497,13.648,12.06,16.687,11.22,22.715,12.365,10.726,20.357,17.123,18.152,13.751,11.185,5.571,5.056,21.495,10.245,9.511,6.871,0.422,11.726,11.235,12.901,13.738
15243,10.81,5.026,3.229,4.029,5.01,3.687,4.357,1.665,11.158,10.419,20.414,11.643,14.833,14,14.435,17.004,15.821,24.54,2.157,12.691,6.875,12.305,0.965,15.49,10.634,9.049,14.816,8.232,19.696,9.95,8.742,18.35,14.632,15.739,10.856,11.254,5.18,6.626,19.191,9.068,6.532,7.676,2.857,10.317,10.232,10.951,11.995
